UNIQUE_ID,ELECTION ID,ELECTION NAME,COUNTY,POLL PLACE ID,POLLING PLACE NAME,VOTER COUNT
47011-93812,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93812,COUNCIL CHAMBERS,230
47011-93815,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93815,COURTROOM,30
47011-94063,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,94063,FELLOWSHIP HALL,30
47011-93469,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93469,FELLOWSHIP HALL,69
47011-97081,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,97081,FELLOWSHIP HALL,129
47011-96697,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,96697,FELLOWSHIP HALL,73
47011-95622,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,95622,FOYER,70
47011-92850,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92850,FOYER,49
47011-93796,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93796,FRONT OFFICE LOBBY,101
47011-93818,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93818,FRONT OFFICE LOBBY,57
47011-93817,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93817,GAME GYM FOYER,19
47011-93612,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93612,GYM,74
47011-93798,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93798,GYM,198
47011-93782,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93782,GYM,136
47011-93836,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93836,GYM,252
47011-95618,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,95618,GYM,65
47011-93474,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93474,GYM,96
47011-93500,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93500,GYM,95
47011-93464,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93464,GYM,76
47011-93788,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93788,GYM,96
47011-93555,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93555,GYM,184
47011-93819,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93819,HALL,71
47011-93816,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93816,HALL,61
47011-94429,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,94429,HALL,111
47011-95098,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,95098,HALL,120
47011-93705,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93705,HALL,175
47011-92811,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92811,HALL,128
47011-93699,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93699,HOSPITALITY CENTER BLDG,142
47011-93571,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93571,HP BLDG HALLWAY,132
47011-93461,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93461,LAC FOYER,58
47011-93703,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93703,LARGE CONFERENCE RM,122
47011-93585,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93585,LG CONF RM,102
47011-93828,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93828,LIBRARY,239
47011-95596,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,95596,LIBRARY,265
47011-93791,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93791,LIBRARY,91
47011-93772,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93772,LIBRARY,214
47011-93655,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93655,LIBRARY,83
47011-92812,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92812,LIBRARY,79
47011-93803,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93803,LIBRARY,288
47011-93672,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93672,LIBRARY,336
47011-93472,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93472,LIBRARY,445
47011-93548,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93548,LIBRARY,180
47011-93481,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93481,LIBRARY,368
47011-93733,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93733,LIBRARY,375
47011-92828,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92828,LIBRARY,292
47011-93776,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93776,LIBRARY,392
47011-93780,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93780,LIBRARY,111
47011-93512,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93512,LIBRARY,50
47011-93652,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93652,LIBRARY,403
47011-93749,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93749,LIBRARY,309
47011-93842,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93842,LIBRARY,279
47011-93821,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93821,LIBRARY,259
47011-93785,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93785,LIBRARY,100
47011-93729,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93729,LIBRARY,402
47011-92818,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92818,LIBRARY,482
47011-93698,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93698,LIBRARY,332
47011-93434,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93434,LIBRARY,315
47011-93732,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93732,LOBBY,243
47011-93800,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93800,MAIN ENTRANCE,49
47011-93805,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93805,MAIN GYM,79
47011-93459,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93459,MAIN OFFICE,468
47011-93786,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93786,MAIN OFFICE HALLWAY,153
47011-93640,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93640,MAIN ROOM,69
47011-93674,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93674,MEETING RM,146
47011-92842,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92842,OFFICE,284
47011-93677,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93677,PARLOR IN NULL BLDG,112
47011-92814,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92814,PORTABLE 524,71
47011-93436,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93436,PRACTICE GYM,166
47011-93814,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93814,RM 1,242
47011-93517,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93517,RM 103,20
47011-93525,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93525,RM 114,254
47011-93504,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93504,RM A1203,78
47011-92810,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92810,SAN ANTONIO HOUSING AUTHORITY,241
47011-93709,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93709,SCHOOL,102
47011-93833,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93833,SCHOOL,95
47011-93495,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93495,SCHOOL,142
47011-93760,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93760,SCHOOL,214
47011-93835,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93835,SCHOOL,155
47011-93737,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93737,SCHOOL,67
47011-93820,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93820,SCHOOL,127
47011-93838,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93838,SCHOOL,132
47011-93485,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93485,SCHOOL,98
47011-93771,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93771,SCHOOL,121
47011-93750,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93750,SCHOOL,85
47011-93565,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93565,SCHOOL,82
47011-93664,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93664,SCHOOL,118
47011-93766,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93766,SCHOOL,112
47011-95101,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,95101,SCHOOL,52
47011-93694,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93694,SCHOOL,58
47011-95597,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,95597,SCHOOL,66
47011-93454,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93454,SCHOOL,166
47011-92839,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92839,SCHOOL,72
47011-93769,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93769,SCHOOL,156
47011-92834,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92834,SCHOOL,92
47011-93710,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93710,SCHOOL,125
47011-93109,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93109,SCHOOL,136
47011-93745,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93745,SCHOOL,78
47011-93451,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93451,SCHOOL,190
47011-93797,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93797,SCHOOL,90
47011-93752,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93752,SCHOOL,198
47011-95621,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,95621,SCHOOL,63
47011-96855,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,96855,SCHOOL,56
47011-93656,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93656,SCHOOL,98
47011-93435,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93435,SCHOOL,22
47011-93823,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93823,SCHOOL,52
47011-93443,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93443,SCHOOL,110
47011-96519,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,96519,SCHOOL,86
47011-93763,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93763,SCHOOL,85
47011-93747,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93747,SCHOOL,115
47011-93446,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93446,SCHOOL,108
47011-93822,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93822,SCHOOL,29
47011-93456,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93456,SCHOOL,132
47011-93808,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93808,SCHOOL,110
47011-92827,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92827,SCHOOL,166
47011-93680,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93680,SCHOOL,87
47011-93804,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93804,SCHOOL,81
47011-93724,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93724,SCHOOL,112
47011-93682,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93682,SCHOOL,133
47011-93111,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93111,SCHOOL,125
47011-93449,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93449,SCHOOL,116
47011-92832,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92832,SCHOOL,59
47011-92829,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92829,SCHOOL,62
47011-93754,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93754,SCHOOL,93
47011-93767,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93767,SCHOOL,111
47011-93657,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93657,SCHOOL,101
47011-93447,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93447,SCHOOL,111
47011-95623,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,95623,SCHOOL,56
47011-93689,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93689,SCHOOL,78
47011-93773,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93773,SCHOOL,175
47011-93683,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93683,SCHOOL,117
47011-93751,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93751,SCHOOL,70
47011-93830,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93830,SCHOOL,150
47011-93538,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93538,SCHOOL,128
47011-93708,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93708,SCHOOL,105
47011-92855,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92855,SCHOOL,124
47011-93806,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93806,SCHOOL,117
47011-93141,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93141,SCHOOL,134
47011-93840,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93840,SCHOOL,111
47011-93775,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93775,SCHOOL,89
47011-95097,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,95097,SCHOOL,159
47011-93688,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93688,SCHOOL,56
47011-93758,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93758,SCHOOL,108
47011-92843,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92843,SCHOOL,112
47011-93736,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93736,SCHOOL,121
47011-93441,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93441,SCHOOL,159
47011-93841,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93841,SCHOOL,109
47011-93826,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93826,SCHOOL,116
47011-92837,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92837,SCHOOL,47
47011-93802,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93802,SCHOOL,79
47011-92815,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92815,SCHOOL,84
47011-93720,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93720,SCHOOL,111
47011-93686,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93686,SCHOOL,160
47011-93827,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93827,SCHOOL,69
47011-92819,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92819,SCHOOL,96
47011-93438,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93438,SCHOOL,74
47011-93774,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93774,SCHOOL,61
47011-93070,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93070,SCHOOL,57
47011-93756,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93756,SCHOOL,112
47011-95100,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,95100,SCHOOL,130
47011-92830,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92830,SCHOOL,39
47011-92826,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92826,SCHOOL,66
47011-92821,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92821,SCHOOL,99
47011-93693,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93693,SCHOOL,117
47011-93675,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93675,SCHOOL,119
47011-93811,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93811,SCHOOL,98
47011-93440,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93440,SCHOOL,139
47011-93535,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93535,SCHOOL,75
47011-93643,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93643,SCHOOL,134
47011-93795,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93795,SCHOOL,88
47011-93700,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93700,SCHOOL,86
47011-93738,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93738,SCHOOL,89
47011-93794,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93794,SCHOOL,89
47011-93719,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93719,SCHOOL,108
47011-93734,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93734,SCHOOL,190
47011-93712,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93712,SCHOOL,90
47011-92824,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92824,SCHOOL,65
47011-93678,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93678,SCHOOL,77
47011-93764,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93764,SCHOOL,60
47011-93649,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93649,SCHOOL,132
47011-93739,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93739,SCHOOL,103
47011-93662,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93662,SCHOOL,77
47011-93432,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93432,SCHOOL,78
47011-95103,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,95103,SCHOOL,90
47011-93433,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93433,SCHOOL,60
47011-93445,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93445,SCHOOL,158
47011-93722,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93722,SCHOOL,130
47011-93541,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93541,SCHOOL,43
47011-93753,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93753,SCHOOL,101
47011-93716,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93716,SCHOOL,95
47011-92825,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92825,SCHOOL,81
47011-93666,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93666,SCHOOL,100
47011-93692,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93692,SCHOOL,112
47011-92822,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92822,SCHOOL,127
47011-93466,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93466,SCHOOL,62
47011-93829,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93829,SCHOOL,52
47011-93743,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93743,SCHOOL,145
47011-93690,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93690,SCHOOL,182
47011-93843,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93843,SCHOOL,100
47011-93801,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93801,SCHOOL,56
47011-93789,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93789,SCHOOL,56
47011-93478,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93478,SCHOOL,79
47011-93768,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93768,SCHOOL,94
47011-93770,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93770,SCHOOL,156
47011-93726,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93726,SCHOOL,111
47011-95620,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,95620,SCHOOL,69
47011-93697,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93697,SCHOOL,55
47011-93659,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93659,SCHOOL,89
47011-93439,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93439,SCHOOL,266
47011-93757,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93757,SCHOOL,100
47011-93746,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93746,SCHOOL,130
47011-92823,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92823,SCHOOL,96
47011-96098,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,96098,SCHOOL,108
47011-92858,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92858,SCHOOL,90
47011-93696,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93696,SCHOOL,78
47011-93742,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93742,SCHOOL,133
47011-92845,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92845,SCHOOL,145
47011-93483,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93483,SCHOOL,63
47011-93824,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93824,SCHOOL,122
47011-93448,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93448,SCHOOL,114
47011-92816,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92816,SCHOOL,76
47011-96712,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,96712,SCHOOL,73
47011-93691,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93691,SCHOOL,109
47011-93777,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93777,SCHOOL,114
47011-93687,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93687,SCHOOL,215
47011-93127,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93127,SCIENCE LAB RM 201,144
47011-93684,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93684,UPPER LEVEL B61,457
47011-90186,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BLANCO,90186,BLANCO COUNTY SOUTH ANNEX,35
47011-89668,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BLANCO,89668,FELLOWSHIP HALL,47
47011-95507,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BLANCO,95507,FELLOWSHIP HALL,67
47011-5859,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BLANCO,5859,HOPPE ROOM,36
47011-96967,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BLANCO,96967,RM FIRE STATION,19
47011-89424,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BORDEN,89424,FIRST BAPTIST CHURCH FELLOWSHIP HALL,1
47011-5885,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BOSQUE,5885,CAYOTE COMMUNITY CENTER,7
47011-13211,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BOSQUE,13211,CLIFTON CIVIC CENTER,20
47011-5879,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BOSQUE,5879,CLIFTON CIVIC CENTER,25
47011-5877,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BOSQUE,5877,CRANFILLS GAP COMMUNITY CENTER,5
47011-5871,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BOSQUE,5871,IREDELL CITY HALL,3
47011-94418,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BOSQUE,94418,LAKESIDE COMMUNITY CENTER (D),22
47011-5875,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BOSQUE,5875,MERIDIAN CIVIC CENTER,4
47011-27886,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BOSQUE,27886,MERIDIAN CIVIC CENTER,12
47011-5872,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BOSQUE,5872,WALNUT SPRINGS CITY HALL,18
47011-94419,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BOSQUE,94419,WEST SHORE COMMUNITY CENTER (D),30
47011-22333,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BOWIE,22333,CONFERENCE ROOM,40
47011-22348,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BOWIE,22348,COUNCIL CHAMBERS,84
47011-22367,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BOWIE,22367,COUNCIL ROOM,14
47011-89278,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BOWIE,89278,ENTRANCE HALL,14
47011-22359,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BOWIE,22359,ENTRY HALLWAY,44
47011-22335,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BOWIE,22335,FAMILY LIFE CENTER,59
47011-89272,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BOWIE,89272,FELLOWSHIP HALL,24
47011-89266,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BOWIE,89266,FOYER OR GYM,41
47011-22340,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BOWIE,22340,GYM,50
47011-89273,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BOWIE,89273,GYM,40
