CNTYVTD,VTDKEY,ClintonD_16G_President,TrumpR_16G_President,JohnsonL_16G_President,SteinG_16G_President,Write-InW_16G_President
"0294001",812,616,234,33,13,17
"0294002",813,297,74,12,4,3
"0294003",814,421,66,18,8,4
"0294004",815,163,47,8,2,1
"0294005",816,605,117,18,9,15
"0294006",817,178,43,14,6,5
"0294007",818,271,302,52,11,32
"0294008",819,237,155,19,4,6
"0294009",820,282,64,8,9,1
"0294010",821,590,55,11,7,4
"0294011",822,340,35,4,6,1
"0294012",823,242,45,8,5,1
"0294013",824,320,94,13,9,2
"0294014",825,176,33,3,2,1
"0294015",826,645,149,20,17,9
"0294016",827,854,234,23,21,8
"0294017",828,848,226,60,28,11
"0294018",829,486,136,26,11,6
"0294019",830,821,341,21,13,6
"0294020",831,223,162,12,7,3
"0294021",832,325,253,15,9,7
"0294022",833,44,33,0,0,2
"0294023",834,665,495,31,21,15
"0294024",835,879,462,24,15,15
"0294025",836,389,174,10,6,3
"0294026",837,1135,383,46,22,15
"0294027",838,568,227,16,10,1
"0294028",839,908,267,23,13,8
"0294029",840,782,133,13,12,5
"0294030",841,131,4,1,0,0
"0294031",842,583,194,20,10,6
"0294032",843,589,272,22,10,6
"0294033",844,1017,546,37,9,8
"0294034",845,593,264,18,5,4
"0294035",846,23,5,1,2,0
"0294036",847,1124,248,15,18,9
"0294037",848,660,79,14,5,0
"0294038",849,924,612,72,16,34
"0294039",850,542,33,8,4,2
"0294040",851,485,92,8,6,5
"0294041",852,844,80,12,5,3
"0294042",853,5,1,0,0,0
"0294043",854,1048,670,70,20,32
"0294044",855,418,251,21,12,14
"0294045",856,739,487,44,24,11
"0294046",857,664,798,70,12,31
"0294047",858,732,402,40,30,12
"0294048",859,625,165,13,5,15
"0294049",860,659,317,35,17,6
"0294050",861,412,562,42,7,16
"0294051",862,490,693,45,13,15
"0294052",863,583,670,51,8,11
"0294053",864,502,408,27,12,10
"0294054",865,1089,931,59,20,29
"0294055",866,362,476,29,13,8
"0294056",867,754,862,78,14,20
"0294057",868,362,749,39,9,22
"0294058",869,381,706,46,4,9
"0294059",870,552,610,51,11,15
"0294060",871,590,428,33,16,9
"0294061",872,679,311,20,15,13
"0294062",873,230,105,8,1,3
"0294063",874,259,142,8,11,7
"0294064",875,649,568,43,12,7
"0294065",876,556,219,30,13,11
"0294066",877,1060,577,46,14,14
"0294067",878,400,354,17,8,15
"0294068",879,81,61,6,2,3
"0294069",880,223,417,17,6,3
"0294070",881,1130,411,31,16,11
"0294071",882,158,807,19,3,8
"0294072",883,473,1248,45,13,13
"0294073",884,388,385,32,9,5
"0294074",885,446,541,29,8,8
"0294075",886,235,59,5,4,3
"0294076",887,843,412,43,18,16
"0294077",888,820,467,34,10,12
"0294078",889,159,594,18,11,5
"0294079",890,347,461,38,8,8
"0294080",891,662,345,28,18,9
"0294081",892,91,170,28,6,18
"0294082",893,642,92,11,10,4
"0294083",894,104,67,7,1,2
"0294084",895,126,53,2,3,1
"0294085",896,0,16,1,0,0
"0294086",897,82,153,8,1,1
"0294087",898,502,337,18,5,10
"0294088",899,1261,654,60,26,22
"0294089",900,770,749,64,16,34
"0294090",901,571,573,48,13,19
"0294091",902,334,198,31,12,8
"0294092",903,411,509,28,12,10
"0294093",904,684,648,50,14,19
"0294094",905,499,507,37,12,13
"0294095",906,427,475,45,7,8
"0294096",907,665,415,45,23,7
"0294097",908,432,419,44,7,19
"0294098",909,469,462,46,12,11
"0294099",910,365,254,26,9,5
"0294100",911,271,207,24,3,4
"0294101",912,220,327,6,1,3
"0294102",913,233,114,12,8,5
"0294103",914,0,0,0,0,0
"0294104",915,498,484,53,12,5
"0294105",916,274,374,25,8,7
"0294106",917,156,58,4,4,2
"0294107",918,439,396,23,6,8
"0294108",919,886,881,82,32,19
"0294109",920,51,26,2,0,0
"0294110",921,439,144,25,22,10
"0294111",922,126,18,2,1,0
"0294112",923,198,316,13,4,2
"0294113",924,325,63,11,8,1
"0294114",925,19,11,1,0,0
"0294115",926,44,69,2,1,2
"0294116",927,15,20,3,0,0
"0294117",928,148,156,9,7,11
"0294118",929,9,39,0,0,1
"0294119",930,202,69,19,4,8
"0294120",931,76,27,1,1,0
"0294121",932,46,78,0,0,0
"0294122",933,35,12,2,0,0
"0294123",934,52,17,5,2,1
"0294124",935,674,193,8,14,2
"0294125",936,23,10,1,0,0
"0294126",937,203,437,16,5,10
"0294127",938,10,12,0,0,0
"0294128",939,40,21,8,2,0
"0294129",940,21,44,3,0,1
"0294130",941,140,140,9,7,2
"0294131",942,130,64,2,4,0
"0294132",943,669,425,42,11,19
"0294133",944,2,15,0,0,0
"0294134",945,2,2,1,0,0
"0294135",946,0,0,0,0,0
"0294136",947,36,126,2,1,0
"0294137",948,7,54,0,0,0
"0294138",949,0,0,0,0,0
"0294139",950,0,2,0,0,0
"0294140",951,1,0,0,0,0
"0294141",952,116,17,3,1,0
"0294142",953,248,35,1,3,1
"0294143",954,644,243,35,11,10
"0294144",955,98,229,13,4,2
"0294145",956,2,4,0,0,0
"0294146",957,15,10,0,0,0
"0294147",958,61,55,11,2,0
"0294148",959,55,40,5,0,0
"0294149",960,116,63,5,5,4
"0294150",961,541,276,35,14,9
"0294151",962,57,239,8,3,3
"0294152",963,546,422,39,14,12
"0294153",964,29,31,1,0,1
"0294154",965,201,155,18,3,5
"0294155",966,1024,247,42,29,18
"0294156",967,352,129,12,5,3
"0294157",968,664,145,25,19,11
"0294158",969,124,91,12,2,5
"0294159",970,6,2,0,0,0
"0294160",971,546,229,35,11,12
"0294161",972,214,41,8,3,1
"0294162",973,560,573,47,16,24
"0294163",974,802,351,38,9,17
"0294164",975,526,873,73,19,25
"0294165",976,21,50,1,1,0
"0294166",977,100,47,3,1,0
"0294167",978,11,8,0,1,0
"0294168",979,759,380,34,16,12
"0294169",980,90,133,7,1,3
"0294170",981,127,94,8,4,0
"0294171",982,325,405,32,7,12
"0294172",983,349,308,35,14,5
"0294173",984,445,503,33,9,18
"0294174",985,378,289,30,10,7
"0294175",986,1,1,0,0,0
"0294176",987,248,332,15,9,6
"0294177",988,14,0,0,0,2
"0294178",989,2,0,0,0,0
"0294179",990,781,876,75,17,26
"0294180",991,1,4,0,0,0
"0294181",992,0,0,0,0,0
"0294182",993,0,0,0,0,0
"0294183",994,42,8,4,2,2
"0294184",995,10,2,0,1,1
"0294185",996,0,1,0,0,0
"0294186",997,36,11,2,3,3
"0294187",998,1,0,0,0,0
"0294188",999,2,0,0,0,0
"0294189",1000,440,231,26,4,8
"0294190",1001,1,1,0,0,0
"0294191",1002,0,0,0,0,0
"0294192",1003,0,0,0,0,0
"0294193",1004,17,7,0,0,1
"0294194",1005,188,178,16,2,7
"0294195",1006,1,1,0,0,0
"0294196",1007,0,0,0,0,0
"0294197",1008,5,1,0,0,0
"0294198",1009,559,274,33,11,11
"0294199",1010,275,219,28,9,15
"0294200",1011,780,384,28,15,4
"0294201",1012,5,10,0,0,1
"0294202",1013,0,0,0,0,0
"0294203",1014,64,10,8,2,2
"0294204",1015,3,0,0,0,0
"0294205",1016,36,29,2,1,2
"0294206",1017,146,108,12,2,6
"0294207",1018,0,18,2,1,0
"0294208",1019,0,0,0,0,0
"0294209",1020,8,23,0,0,0
"0294210",1021,7,4,0,0,0
"0294211",1022,22,2,1,0,0
"0294212",1023,0,1,0,0,0
"0294213",1024,2,0,0,0,0
"0294214",1025,356,271,30,5,8
"0294215",1026,59,57,2,3,1
"0294216",1027,201,112,14,1,1
"0294217",1028,30,13,2,1,1
"0294218",1029,34,12,3,1,1
"0294219",1030,0,0,0,0,0
"0294220",1031,2,0,0,0,0
"0294221",1032,0,0,0,0,0
"0294222",1033,96,64,8,1,4
"0294223",1034,6,5,0,0,0
"0294224",1035,0,0,0,0,0
"0294225",1036,149,203,15,7,5
"0294226",1037,39,55,4,1,1
"0294227",1038,0,0,0,0,0
"0294228",1039,159,61,8,2,5
"0294229",1040,684,266,34,16,12
"0294230",1041,540,203,24,6,6
"0310102",1042,312,1095,41,6,17
"0310201",1043,307,1016,43,8,18
"0310302",1044,202,651,25,5,5
"0310303",1045,103,374,15,3,11
"0310401",1046,320,1076,56,11,25
"0330004",1047,4,76,0,0,0
"033001a",1048,12,37,1,0,0
"033001b",1049,6,44,0,1,0
"033002a",1050,3,58,1,0,0
"033002b",1051,0,28,1,0,0
"033003a",1052,5,54,0,0,0
"033003b",1053,1,33,0,0,0
"0350001",1054,61,401,6,2,2
"0350002",1055,113,399,15,3,5
"0350003",1056,103,569,20,4,9
"0350004",1057,32,260,3,1,2
"0350005",1058,182,797,15,10,5
"0350006",1059,134,606,11,5,11
"0350007",1060,63,421,4,3,2
"0350008",1061,232,1179,33,7,6
"0350009",1062,107,467,7,1,5
"0350010",1063,158,738,22,4,4
"0350011",1064,92,488,19,0,4
"0370007",1065,721,1555,56,18,7
"0370009",1066,449,1091,31,5,9
"0370010",1067,229,1076,16,7,7
"0370011",1068,62,481,9,0,4
"0370012",1069,164,1312,25,6,6
"0370013",1070,9,36,1,0,0
"0370014",1071,116,319,9,1,0
"0370015",1072,40,296,7,0,0
"0370016",1073,84,774,11,1,2
"0370017",1074,143,992,17,1,4
"0370018",1075,259,1269,32,8,0
"0370019",1076,26,476,4,0,1
"037001a",1077,447,78,14,4,1
"037001b",1078,396,179,7,4,2
"0370020",1079,76,122,0,1,1
"0370021",1080,39,143,0,0,0
"0370022",1081,23,121,1,0,1
"0370024",1082,65,300,2,1,0
"0370025",1083,133,666,8,3,1
"0370027",1084,28,410,6,2,0
"0370028",1085,33,500,5,1,0
"0370029",1086,20,212,1,2,0
"037002a",1087,439,141,8,4,2
"037002b",1088,160,140,4,4,1
"037002c",1089,484,91,9,4,0
"037002d",1090,17,18,1,0,0
"0370030",1091,329,1160,32,9,5
"037003a",1092,255,526,19,2,3
"037003b",1093,295,322,12,2,5
"037004a",1094,218,216,9,5,1
"037004b",1095,228,470,11,3,0
"037004c",1096,214,298,10,4,1
"037004d",1097,10,9,0,0,0
"037005a",1098,62,63,2,1,0
"037005b",1099,0,0,0,0,0
"037005c",1100,625,2333,58,8,8
"037006a",1101,341,1031,36,8,4
"037006b",1102,281,1233,29,1,11
"037008a",1103,262,170,4,4,2
"037008b",1104,412,1525,26,7,3
"037008c",1105,146,678,14,2,7
"037009a",1106,38,134,4,2,1
"037011a",1107,132,1005,15,3,10
"037012a",1108,3,22,0,0,0
"037014a",1109,219,644,13,4,3
"037016a",1110,6,45,1,0,0
"037018a",1111,6,27,1,1,0
"037020a",1112,72,126,0,0,0
"037022a",1113,15,78,2,0,0
"0390001",1114,717,1595,71,15,5
"0390002",1115,569,1645,46,10,9
"0390003",1116,549,1923,69,11,5
"0390004",1117,424,1450,39,6,5
"0390005",1118,301,820,22,8,2
"0390006",1119,114,757,24,8,0
"0390007",1120,607,536,25,4,1
"0390008",1121,83,354,8,3,0
"0390009",1122,149,266,9,1,5
"0390010",1123,66,498,11,2,6
"0390011",1124,344,757,27,9,4
"0390012",1125,724,1256,66,14,18
"0390013",1126,961,1513,96,24,27
"0390014",1127,666,2225,60,8,10
"0390015",1128,148,1240,45,3,8
"0390016",1129,240,735,37,7,2
"0390017",1130,759,603,57,10,6
"0390018",1131,754,1951,82,17,28
"0390019",1132,488,485,32,7,4
"0390020",1133,189,710,25,7,7
"0390021",1134,641,638,32,13,1
"0390022",1135,523,1914,102,9,22
"0390023",1136,644,1803,105,18,9
"0390024",1137,162,536,19,3,3
"0390025",1138,225,720,27,6,3
"0390026",1139,875,1199,57,18,8
"0390027",1140,690,866,46,10,2
"0390028",1141,804,1354,79,15,16
"0390029",1142,1231,800,80,23,14
"0390030",1143,358,1488,82,2,13
"0390031",1144,121,590,17,4,1
"0390032",1145,352,1305,33,8,0
"0390033",1146,362,853,28,1,2
"0390034",1147,679,2322,83,16,4
"0390035",1148,147,826,27,6,2
"0390036",1149,403,745,42,11,14
"0390037",1150,547,1005,56,13,17
"0390038",1151,91,327,10,2,1
"0390039",1152,457,1056,56,13,10
"0390040",1153,313,743,27,8,2
"0390041",1154,651,533,49,11,12
"0390042",1155,123,266,10,3,2
"0390043",1156,716,1779,106,12,21
"0390044",1157,1463,1105,99,19,23
"0390045",1158,533,1567,114,21,28
"0390046",1159,897,1855,115,28,12
"0390047",1160,604,1016,59,13,12
"0390048",1161,497,948,54,14,6
"0390049",1162,114,738,17,2,6
"0390050",1163,1470,645,67,17,10
"0390051",1164,519,1754,75,14,7
"0390052",1165,533,1316,64,9,14
"0390053",1166,725,230,28,10,7
"0390054",1167,1103,734,81,29,21
"0390055",1168,545,1216,50,6,2
"0390056",1169,781,1893,87,22,8
"0390057",1170,123,511,18,4,1
"0390058",1171,824,913,56,13,20
"0390059",1172,811,349,38,8,2
"0390060",1173,1399,1383,114,26,21
"0390061",1174,205,538,19,3,3
"0390062",1175,1398,993,80,18,13
"0390063",1176,1596,543,63,18,10
"0390064",1177,3,11,0,0,0
"0390065",1178,385,903,36,6,3
"0390066",1179,790,348,34,7,5
"0390067",1180,1108,451,47,16,8
"0390068",1181,361,224,17,7,1
"0390069",1182,963,425,41,8,7
"0390070",1183,496,310,21,11,3
"0390071",1184,430,176,17,4,2
"0390072",1185,772,336,37,5,3
"0390073",1186,113,254,9,3,3
"0390074",1187,54,166,8,3,1
"0390075",1188,420,1329,55,15,11
"0390076",1189,166,636,22,5,2
"0390077",1190,550,1509,78,15,9
"0390078",1191,482,479,24,8,1
"0410001",1192,203,968,60,3,4
"0410002",1193,393,1251,71,10,23
"0410003",1194,187,345,18,2,2
"0410004",1195,624,76,12,2,2
"0410005",1196,202,901,33,1,6
"0410006",1197,109,517,12,2,4
"0410007",1198,85,537,22,3,2
"0410008",1199,447,420,87,18,29
"0410009",1200,345,510,76,7,25
"0410010",1201,666,1449,157,16,47
"0410011",1202,591,602,124,20,37
"0410012",1203,904,1685,179,34,43
"0410013",1204,396,749,67,6,14
"0410014",1205,754,284,44,9,5
"0410015",1206,336,734,41,6,14
"0410016",1207,375,120,20,5,0
"0410017",1208,778,723,85,21,21
"0410018",1209,200,21,4,1,1
"0410019",1210,75,57,6,1,2
"0410020",1211,759,685,138,25,27
"0410021",1212,368,253,47,10,12
"0410022",1213,77,71,9,5,1
"0410023",1214,13,42,2,0,0
"0410024",1215,587,704,119,20,30
"0410025",1216,392,46,4,0,1
"0410026",1217,482,1075,80,22,11
"0410027",1218,265,1368,85,5,18
"0410028",1219,19,204,4,0,1
"0410029",1220,140,306,7,1,10
"0410030",1221,616,527,50,11,15
"0410031",1222,723,985,149,18,47
"0410032",1223,97,106,15,1,3
"0410033",1224,344,349,30,6,10
"0410034",1225,522,527,123,23,31
"0410035",1226,764,860,174,18,29
"0410036",1227,777,1015,141,12,41
"0410037",1228,10,78,4,0,0
"0410038",1229,124,15,1,0,0
"0410039",1230,401,621,61,8,12
"0410040",1231,742,1425,112,15,39
"0410041",1232,220,601,31,3,8
"0410042",1233,0,0,0,0,0
"0410043",1234,15,5,0,0,0
"0410044",1235,18,66,5,0,0
"0410045",1236,26,63,4,0,1
"0410046",1237,60,90,9,0,2
"0410047",1238,106,136,13,5,5
"0410048",1239,29,114,5,1,0
"0410049",1240,78,57,10,1,2
"0410050",1241,1,4,0,0,0
"0410051",1242,0,0,0,0,0
"0410052",1243,3,4,1,0,0
"0410053",1244,1,0,0,0,0
"0410054",1245,61,323,16,1,4
"0410055",1246,535,672,117,15,30
"0410056",1247,0,7,0,0,0
"0410057",1248,77,46,8,0,0
"0410058",1249,120,218,30,0,7
"0410059",1250,1,10,1,0,0
"0410060",1251,7,87,0,0,0
"0410061",1252,10,31,4,0,1
"0410062",1253,315,599,51,9,17
"0410063",1254,271,788,55,6,16
"0410064",1255,591,1599,78,10,19
"0410065",1256,17,86,1,1,0
"0410066",1257,259,570,30,3,7
"0410067",1258,40,80,8,2,3
"0410068",1259,0,0,0,0,0
"0410069",1260,442,1027,85,7,34
"0410070",1261,150,245,29,4,16
"0410071",1262,16,69,2,0,1
"0410072",1263,7,14,2,0,0
"0410073",1264,380,1198,69,14,23
"0410074",1265,366,347,67,11,12
"0410075",1266,659,675,149,21,34
"0410076",1267,670,1035,104,18,26
"0410077",1268,99,145,7,5,0
"0410078",1269,19,105,5,0,0
"0410079",1270,19,20,2,0,0
"0410080",1271,513,1501,142,13,59
"0410081",1272,18,21,3,0,0
"0410082",1273,37,147,7,0,2
"0410083",1274,0,4,0,0,0
"0410084",1275,0,2,0,0,0
"0410085",1276,0,0,0,0,0
"0410087",1277,0,0,0,0,0
"0410088",1278,485,1376,101,9,27
"0410089a",1279,2,3,0,0,0
"0410089b",1280,0,0,0,0,0
"0410090",1281,0,0,0,0,0
"0410091a",1282,1,2,0,0,0
"0410091b",1283,2,2,0,0,0
"0410092",1284,0,0,0,0,0
"0410093",1285,0,0,0,0,0
"0410094",1286,0,0,0,0,0
"0410095",1287,0,0,0,0,0
"0410096",1288,1,2,0,0,0
"0410097",1289,0,0,0,0,0
"0410098",1290,1,4,0,0,0
"0410099",1291,0,0,0,0,0
"0410100",1292,249,589,45,4,18
"0410101",1293,5,22,0,0,0
"0410102",1294,0,1,0,0,0
"0410103",1295,58,344,16,2,2
"0410105",1296,10,18,0,0,0
"0410106",1297,102,191,17,3,5
"0410107",1298,56,158,11,1,3
"0410108",1299,0,0,0,0,0
"0410109",1300,0,0,0,0,0
"0430001",1301,405,703,42,23,7
"0430002",1302,389,354,45,16,3
"0430003",1303,98,130,13,3,2
"0430004",1304,444,512,50,15,3
"0430005",1305,48,29,6,2,0
"0430006",1306,180,187,16,9,0
"0430007",1307,58,37,3,0,0
"0430008",1308,251,125,35,9,0
"0450001",1309,18,97,1,0,2
"0450002",1310,17,157,1,1,2
"0450003",1311,21,143,6,1,0
"0450004",1312,27,196,5,1,0
"0450006",1313,8,32,1,1,0
"0470001",1314,604,124,10,7,0
"0470002",1315,421,182,7,0,0
"0470003",1316,371,84,8,1,0
"0470004",1317,446,157,4,5,0
"047003s",1318,95,66,3,1,0
"0490101",1319,171,1217,28,7,14
"0490105",1320,132,943,27,3,6
"0490109",1321,11,178,2,1,0
"0490113",1322,146,1008,21,4,5
"0490202",1323,192,688,20,7,7
"0490204",1324,132,505,14,2,12
"0490212",1325,40,469,1,1,0
"0490214",1326,45,409,9,3,1
"0490215",1327,15,172,1,0,0
"0490303",1328,81,511,23,4,4
"0490306",1329,107,1048,18,3,9
"0490307",1330,41,422,7,6,1
"0490308",1331,22,362,6,0,0
"0490316",1332,9,130,2,0,1
"0490318",1333,100,995,14,5,6
"0490410",1334,123,1344,19,6,0
"0490411",1335,130,525,20,8,2
"0490417",1336,124,1091,21,5,2
"0510113",1337,69,383,9,0,1
"0510114",1338,241,775,15,7,2
"0510203",1339,54,208,3,0,3
"0510204",1340,47,271,5,0,0
"0510207",1341,77,180,3,0,1
"0510211",1342,107,510,13,3,3
"0510215",1343,47,203,1,1,0
"0510301",1344,180,668,19,2,2
"0510305",1345,61,297,8,2,0
"0510308",1346,50,212,8,2,0
"0510309",1347,87,399,12,0,0
"0510406",1348,274,387,6,3,1
"0510410",1349,197,823,16,0,2
"0530001",1350,134,734,21,2,9
"0530002",1351,362,1285,52,11,2
"0530003",1352,173,467,31,5,3
"0530004",1353,361,986,41,10,8
"0530005",1354,156,537,20,4,1
"0530006",1355,71,290,11,4,0
"0530007",1356,82,315,12,5,0
"0530008",1357,127,611,21,4,3
"0530009",1358,316,1422,45,8,8
"0530010",1359,169,651,31,5,9
"0530011",1360,23,220,6,2,2
"0530012",1361,184,769,33,7,5
"0530013",1362,129,471,23,1,1
"0530014",1363,38,256,10,0,8
"0530015",1364,74,369,14,3,5
"0530016",1365,53,272,5,0,0
"0530017",1366,170,917,31,7,8
"0530018",1367,160,551,21,3,5
"0530019",1368,478,1919,68,11,13
"0530020",1369,537,1596,68,12,11
"0550100",1370,172,159,10,3,9
"0550101",1371,194,207,16,5,7
"0550102",1372,105,276,13,6,5
"0550103",1373,631,751,52,11,15
"0550104",1374,110,232,16,2,3
"0550108",1375,200,144,19,3,7
"0550111",1376,272,346,32,6,15
"0550201",1377,187,336,18,5,2
"0550202",1378,209,452,19,4,4
"0550203",1379,172,495,13,0,2
"0550204",1380,161,568,32,2,13
"0550205",1381,35,180,4,1,1
"0550206",1382,201,287,14,7,6
"0550300",1383,218,208,24,10,8
"0550301",1384,231,224,25,10,6
"0550302",1385,237,253,16,2,3
"0550303",1386,152,259,16,6,5
"0550305",1387,80,154,12,0,5
"0550306",1388,159,179,14,3,3
"0550400",1389,131,224,13,3,2
"0550401",1390,290,119,17,3,6
"0550402",1391,303,179,20,3,6
"0550404",1392,256,282,22,7,6
"0550405",1393,89,177,9,3,2
"0570001",1394,407,242,18,3,0
"0570002",1395,133,247,12,0,0
"0570003",1396,64,214,7,3,0
"0570004",1397,351,292,22,6,0
"0570005",1398,270,790,20,3,0
"0570006",1399,90,121,3,0,0
"0570007",1400,424,825,41,8,0
"0570008",1401,49,306,4,2,0
"0570009",1402,145,397,15,2,0
"0570010",1403,121,670,15,4,0
"0570011",1404,64,534,11,2,0
"0590001",1405,75,534,14,2,1
"0590002",1406,89,956,19,2,4
"0590003",1407,148,1076,27,9,7
"0590004",1408,65,870,16,2,1
"0590005",1409,9,81,1,0,0
"0590006",1410,66,461,9,3,1
"0590007",1411,31,286,7,4,0
"0590008",1412,86,601,14,1,1
"0610001",1413,359,293,15,1,0
"0610002",1414,127,188,5,1,0
"0610003",1415,1076,648,48,16,0
"0610004",1416,662,462,26,12,0
"0610005",1417,806,386,35,13,0
"0610006",1418,381,68,11,7,0
"0610007",1419,571,302,18,10,0
"0610008",1420,220,34,6,2,0
"0610009",1421,1123,199,29,13,0
"0610010",1422,879,161,17,11,0
"0610011",1423,696,156,19,6,0
"0610012",1424,803,352,37,12,0
"0610013",1425,254,59,5,6,0
"0610014",1426,806,237,32,6,0
"0610015",1427,754,287,30,7,0
"0610016",1428,169,111,6,3,0
"0610017",1429,1107,326,36,10,0
"0610018",1430,740,299,18,5,0
"0610019",1431,476,237,23,5,0
"0610020",1432,317,287,15,4,0
"0610021",1433,260,88,5,2,0
"0610022",1434,708,269,27,5,0
"0610023",1435,47,52,3,0,0
"0610024",1436,520,114,13,4,0
"0610025",1437,270,96,7,0,0
"0610026",1438,507,378,18,8,0
"0610027",1439,802,283,29,8,0
"0610028",1440,432,434,19,7,0
"0610029",1441,433,515,21,9,0
"0610030",1442,259,310,15,8,0
"0610031",1443,79,52,6,2,0
"0610032",1444,583,502,33,8,0
"0610033",1445,151,102,6,3,0
"0610034",1446,343,398,21,2,0
"0610035",1447,289,362,9,3,0
"0610036",1448,563,420,31,5,0
"0610037",1449,788,135,19,7,0
"0610038",1450,231,175,12,4,0
"0610039",1451,348,124,14,5,0
"0610040",1452,681,340,22,9,0
"0610041",1453,1206,400,22,11,0
"0610042",1454,332,93,8,4,0
"0610043",1455,306,118,13,0,0
"0610044",1456,696,980,56,11,0
"0610045",1457,695,130,11,13,0
"0610046",1458,1176,378,30,10,0
"0610047",1459,514,183,16,6,0
"0610048",1460,734,276,30,15,0
"0610049",1461,676,462,27,5,0
"0610050",1462,477,338,19,6,0
"0610051",1463,378,122,11,5,0
"0610052",1464,454,748,31,6,0
"0610053",1465,1125,215,35,17,0
"0610054",1466,1541,494,74,26,0
"0610055",1467,927,558,34,11,0
"0610056",1468,453,453,17,8,0
"0610057",1469,92,37,3,2,0
"0610058",1470,537,450,23,13,0
"0610059",1471,132,107,6,1,0
"0610060",1472,343,126,8,5,0
"0610061",1473,729,288,23,8,0
"0610062",1474,1004,309,44,15,0
"0610063",1475,608,215,15,7,0
"0610064",1476,82,70,4,0,0
"0610065",1477,598,328,33,10,0
"0610066",1478,607,485,25,8,0
"0610067",1479,637,913,37,18,0
"0610068",1480,806,136,17,14,0
"0610069",1481,1131,247,25,14,0
"0610070",1482,398,71,8,2,0
"0610071",1483,1225,236,32,12,0
"0610072",1484,1037,400,46,20,0
"0610073",1485,1369,474,52,22,0
"0610074",1486,1350,331,38,22,0
"0610075",1487,1017,185,39,13,0
"0610076",1488,1110,456,46,26,0
"0610077",1489,983,134,23,12,0
"0610078",1490,735,601,35,14,0
"0610079",1491,695,621,29,10,0
"0610080",1492,691,730,34,13,0
"0610081",1493,471,397,16,3,0
"0610082",1494,633,166,25,8,0
"0610083",1495,509,314,20,10,0
"0610084",1496,459,478,32,10,0
"0610085",1497,565,624,28,9,0
"0610086",1498,404,116,12,6,0
"0610087",1499,458,436,19,5,0
"0610088",1500,755,298,38,15,0
"0610089",1501,240,163,9,3,0
"0610090",1502,125,82,6,2,0
"0610091",1503,300,107,9,1,0
"0610092",1504,44,33,1,0,0
"0610093",1505,96,50,4,0,0
"0610094",1506,354,147,18,5,0
"0610095",1507,115,42,5,2,0
"0610096",1508,642,803,28,6,0
"0610097",1509,226,79,6,2,0
"0610098",1510,1427,445,56,33,0
"0610099",1511,100,58,5,1,0
"0610100",1512,811,320,39,11,0
"0610101",1513,359,135,15,6,0
"0631001",1514,313,845,22,3,0
"0632002",1515,250,1025,19,7,0
"0633003",1516,425,479,17,2,0
"0634004",1517,272,852,8,3,0
"0650101",1518,38,323,8,3,2
"0650102",1519,1,74,2,0,0
"0650103",1520,36,270,9,2,2
"0650201",1521,52,662,24,2,4
"0650301",1522,50,415,10,0,3
"0650302",1523,15,209,5,1,3
"0650401",1524,53,459,9,2,2
"0650402",1525,4,205,1,1,0
"0670001",1526,413,1569,26,5,5
"0670002",1527,71,215,2,0,0
"0670004",1528,95,368,11,2,1
"0670005",1529,95,399,6,3,2
"0670006",1530,32,257,2,2,2
"0670007",1531,235,988,5,2,5
"0670009",1532,163,454,4,0,2
"0670011",1533,123,298,2,1,0
"0670012",1534,147,408,7,2,3
"0670014",1535,221,1262,24,1,4
"0670015",1536,23,226,0,1,3
"0670016",1537,34,275,2,0,0
"0670017",1538,263,1527,29,10,13
"0670018",1539,24,345,1,1,1
"0670019",1540,30,283,3,1,1
"0670021",1541,17,162,2,0,4
"067013t",1542,385,515,16,3,2
"067020e",1543,16,119,2,0,0
"0690101",1544,150,179,8,4,0
"0690105",1545,25,44,0,0,0
"0690201",1546,139,202,12,1,0
"0690206",1547,15,76,1,0,0
"0690301",1548,104,350,17,4,0
