FIPSCode,Jurisdiction_Name,State_Full,State_Abbr,D1a,D1Comments,D2a,D2b,D2Comments,D3a,D3Comments,D4a,D4b,D4c,D5a,D5b,D5c,D4_D5Comments,D6,D7,D6_D7Comments,D8a,D8b,D8c,D8d,D8e,D8f,D8g,string_field_28,string_field_29
38627,TOWN OF JUMP RIVER - TAYLOR COUNTY,WISCONSIN,WI,122,,108,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
39200,TOWN OF KENNAN - PRICE COUNTY,WISCONSIN,WI,138,,131,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
40925,TOWN OF LAFAYETTE - MONROE COUNTY,WISCONSIN,WI,155,,150,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
42825,VILLAGE OF LAVALLE - SAUK COUNTY,WISCONSIN,WI,159,,147,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
43900,TOWN OF LIBERTY - VERNON COUNTY,WISCONSIN,WI,184,,170,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
46925,TOWN OF MCKINLEY - TAYLOR COUNTY,WISCONSIN,WI,153,,144,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
48875,TOWN OF MAPLE GROVE - MANITOWOC COUNTY,WISCONSIN,WI,408,,390,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
50000,VILLAGE OF MATTOON - SHAWANO COUNTY,WISCONSIN,WI,124,,119,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
54250,TOWN OF MORRIS - SHAWANO COUNTY,WISCONSIN,WI,200,,187,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
56200,TOWN OF NEVA - LANGLADE COUNTY,WISCONSIN,WI,432,,400,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
56825,TOWN OF NEW HOLSTEIN - CALUMET COUNTY,WISCONSIN,WI,732,,701,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
58925,TOWN OF OAKFIELD - FOND DU LAC COUNTY,WISCONSIN,WI,333,,317,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
62700,TOWN OF PILSEN - BAYFIELD COUNTY,WISCONSIN,WI,130,,119,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
65325,VILLAGE OF PRENTICE - PRICE COUNTY,WISCONSIN,WI,266,,253,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
68975,VILLAGE OF ROCK SPRINGS - SAUK COUNTY,WISCONSIN,WI,132,,121,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
70200,TOWN OF RUSH RIVER - ST. CROIX COUNTY,WISCONSIN,WI,248,,242,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
70225,TOWN OF RUSK - BURNETT COUNTY,WISCONSIN,WI,202,,192,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
72275,TOWN OF SCOTT - CRAWFORD COUNTY,WISCONSIN,WI,213,,199,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
73300,TOWN OF SHERIDAN - DUNN COUNTY,WISCONSIN,WI,220,,202,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
73475,TOWN OF SHERRY - WOOD COUNTY,WISCONSIN,WI,381,,349,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
73875,TOWN OF SIGEL - CHIPPEWA COUNTY,WISCONSIN,WI,460,,438,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
76250,TOWN OF SPRINGVALE - FOND DU LAC COUNTY,WISCONSIN,WI,356,,332,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
76350,TOWN OF SPRINGVILLE - ADAMS COUNTY,WISCONSIN,WI,579,,537,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
76550,TOWN OF STANFOLD - BARRON COUNTY,WISCONSIN,WI,322,,305,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
77900,TOWN OF STURGEON BAY - DOOR COUNTY,WISCONSIN,WI,483,,431,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
78275,TOWN OF SUMMIT - DOUGLAS COUNTY,WISCONSIN,WI,511,,497,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
78300,TOWN OF SUMMIT - JUNEAU COUNTY,WISCONSIN,WI,292,,278,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
78825,TOWN OF SYLVAN - RICHLAND COUNTY,WISCONSIN,WI,173,,167,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
78875,TOWN OF SYLVESTER - GREEN COUNTY,WISCONSIN,WI,526,,490,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
79650,TOWN OF THORP - CLARK COUNTY,WISCONSIN,WI,257,,241,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
81700,TOWN OF UNION - WAUPACA COUNTY,WISCONSIN,WI,322,,306,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
81875,TOWN OF UNITY - TREMPEALEAU COUNTY,WISCONSIN,WI,250,,231,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
83350,TOWN OF WARNER - CLARK COUNTY,WISCONSIN,WI,208,,200,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
85025,VILLAGE OF WEBSTER - BURNETT COUNTY,WISCONSIN,WI,255,,238,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
86575,VILLAGE OF WHEELER - DUNN COUNTY,WISCONSIN,WI,94,,89,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
87425,TOWN OF WILSON - LINCOLN COUNTY,WISCONSIN,WI,180,,171,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
87475,VILLAGE OF WILSON - ST. CROIX COUNTY,WISCONSIN,WI,88,,83,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
88575,TOWN OF WOOD - WOOD COUNTY,WISCONSIN,WI,414,,388,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
89375,TOWN OF WYOMING - WAUPACA COUNTY,WISCONSIN,WI,156,,141,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
89425,TOWN OF YORK - CLARK COUNTY,WISCONSIN,WI,291,,275,5,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
4903100000,PIUTE COUNTY,UTAH,UT,709,,0,6,,7,,1,Data not available,1,1,Data not available,1,UTAH IN A NEARLY ALL VOTE-BY-MAIL STATE (WITH THE EXCEPTION OF CARBON AND EMERY COUNTIES). COUNTIES ARE REQUIRED TO HAVE AT LEAST ONE POLLING LOCATION OPEN ON ELECTION DAY AND AT LEAST FOUR DAYS OF EARLY VOTING (IN AT LEAST ONE LOCATION). THE VAST MAJORITY OF VOTERS VOTE BY MAIL.,2,2,,2,0,0,2,0,0,0,,
2501142040,MONROE TOWN,MASSACHUSETTS,MA,48,,42,6,,1,,1,Data not available,Data not available,1,0,1,STATE LAW REQUIRES LOCAL ELECTION OFFICE BE USED FOR EARLY VOTING BUT CAN DESIGNATE ADDITIONAL LOCATIONS.,6,Data not available,"THOSE WHO WORKED EARLY VOTING WERE NOT CALLED ""POLL WORKERS"" AND VARIED EACH DAY OF EARLY VOTING.",Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
5000183800,WHITING,VERMONT,VT,178,,153,6,,1,,1,1,Does not apply,1,Does not apply,1,,Data not available,Data not available,WE DO NOT HAVE A WAY TO CAPTURE THIS INFORMATION.,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
5000339025,LANDGROVE,VERMONT,VT,104,,73,6,,1,,1,1,Does not apply,1,Does not apply,1,,Data not available,Data not available,WE DO NOT HAVE A WAY TO CAPTURE THIS INFORMATION.,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
5000569925,STANNARD,VERMONT,VT,92,,82,6,,1,,1,1,Does not apply,1,Does not apply,1,,Data not available,Data not available,WE DO NOT HAVE A WAY TO CAPTURE THIS INFORMATION.,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
5000952750,NORTON,VERMONT,VT,71,,53,6,,1,,1,1,Does not apply,1,Does not apply,1,,Data not available,Data not available,WE DO NOT HAVE A WAY TO CAPTURE THIS INFORMATION.,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
5001504375,BELVIDERE,VERMONT,VT,135,,113,6,,1,,1,1,Does not apply,1,Does not apply,1,,Data not available,Data not available,WE DO NOT HAVE A WAY TO CAPTURE THIS INFORMATION.,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
325,TOWN OF ADAMS - GREEN COUNTY,WISCONSIN,WI,279,,267,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1800,VILLAGE OF AMHERST JUNCTION - PORTAGE COUNTY,WISCONSIN,WI,185,,174,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
5125,TOWN OF BASHAW - WASHBURN COUNTY,WISCONSIN,WI,523,,492,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
11425,TOWN OF BUTLER - CLARK COUNTY,WISCONSIN,WI,51,,44,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
11625,TOWN OF BYRON - MONROE COUNTY,WISCONSIN,WI,453,,441,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
12775,TOWN OF CARY - WOOD COUNTY,WISCONSIN,WI,215,,202,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
13100,TOWN OF CASTLE ROCK - GRANT COUNTY,WISCONSIN,WI,132,,124,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
15375,TOWN OF CLEVELAND - JACKSON COUNTY,WISCONSIN,WI,222,,203,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
16375,VILLAGE OF COLOMA - WAUSHARA COUNTY,WISCONSIN,WI,188,,174,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
17125,TOWN OF CORNING - LINCOLN COUNTY,WISCONSIN,WI,417,,398,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
18900,TOWN OF DARLINGTON - LAFAYETTE COUNTY,WISCONSIN,WI,417,,398,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
