State,Jurisdiction,FIPSCode,QD1a,QD1_Comment,QD2a,QD2b,QD2c,QD2d,QD2_Other,QD2e,QD2f,QD2g,QD2_Total,QD2g_Other,QD2_Comment,QD3a,QD3_Comment,QD4a,QD4b,QD4c,QD4d,QD4e,QD4f,QD4_Total,QD4_Comment,QD5,QD5_Comment
WI,CITY OF BROOKFIELD - 68206 -  WARD 6,5513372412,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,30,,0,0,0,6,10,14,30,,Neither difficult nor easy,
WI,CITY OF BROOKFIELD - 68206 -  WARD 7,5513372413,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,30,,0,0,0,6,10,14,30,,Neither difficult nor easy,
WI,CITY OF BROOKFIELD - 68206 -  WARD 8,5513372414,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,30,,0,0,1,6,11,12,30,,Neither difficult nor easy,
WI,CITY OF BROOKFIELD - 68206 -  WARD 9,5513372415,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,30,,0,0,1,6,11,12,30,,Neither difficult nor easy,
WI,CITY OF BROOKFIELD - 68206 -  WARD 10,5513372416,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,30,,0,0,1,6,11,12,30,,Neither difficult nor easy,
WI,CITY OF BROOKFIELD - 68206 -  WARD 11,5513372417,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,26,,0,0,0,9,10,7,26,,Neither difficult nor easy,
WI,CITY OF BROOKFIELD - 68206 -  WARD 12,5513372418,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,26,,0,0,0,9,10,7,26,,Neither difficult nor easy,
WI,CITY OF BROOKFIELD - 68206 -  WARD 13,5513372419,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,26,,0,0,0,9,10,7,26,,Neither difficult nor easy,
WI,CITY OF BROOKFIELD - 68206 -  WARD 14,5513372420,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,29,,0,0,0,10,10,9,29,,Neither difficult nor easy,
WI,CITY OF BROOKFIELD - 68206 -  WARD 15,5513372421,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,29,,0,0,0,10,10,9,29,,Neither difficult nor easy,
WI,CITY OF BROOKFIELD - 68206 -  WARD 16,5513372422,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,29,,0,0,0,10,10,9,29,,Neither difficult nor easy,
WI,CITY OF BROOKFIELD - 68206 -  WARD 17,5513372423,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,29,,0,0,0,10,10,9,29,,Neither difficult nor easy,
WI,CITY OF BROOKFIELD - 68206 -  WARD 18,5513372424,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,32,,0,0,1,6,10,15,32,,Neither difficult nor easy,
WI,CITY OF BROOKFIELD - 68206 -  WARD 19,5513372425,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,32,,0,0,1,6,10,15,32,,Neither difficult nor easy,
WI,CITY OF BROOKFIELD - 68206 -  WARD 20,5513372426,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,32,,0,0,1,6,10,15,32,,Neither difficult nor easy,
WI,CITY OF BROOKFIELD - 68206 -  WARD 21,5513372427,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,32,,0,0,1,6,10,15,32,,Neither difficult nor easy,
WI,CITY OF BROOKFIELD - 68206 -  WARD 22,5513372428,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,27,,0,0,0,3,11,13,27,,Neither difficult nor easy,
WI,CITY OF BROOKFIELD - 68206 -  WARD 23,5513372429,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,27,,0,0,0,3,11,13,27,,Neither difficult nor easy,
WI,CITY OF BROOKFIELD - 68206 -  WARD 24,5513372430,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,27,,0,0,0,3,11,13,27,,Neither difficult nor easy,
WI,CITY OF PEWAUKEE - 68270 -  WARDS 1-4,5513373301,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,32,,4,0,0,8,8,12,32,,Somewhat difficult,
WI,CITY OF PEWAUKEE - 68270 -  WARDS 5-7,5513373302,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,32,,3,1,0,6,11,11,32,,Somewhat difficult,
WI,CITY OF PEWAUKEE - 68270 -  WARDS 8-10,5513373303,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,31,,3,1,0,2,9,16,31,,Somewhat difficult,
WI,"TOWN OF WAUKESHA - 68032 -  Wards 1,8",5513373590,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,29,,0,0,0,3,10,16,29,,Neither difficult nor easy,
WI,"TOWN OF WAUKESHA - 68032 -  Wards  2,3,4,5,6",5513373591,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,29,,0,0,0,3,10,16,29,,Neither difficult nor easy,
WI,TOWN OF WAUKESHA - 68032 -  Ward 12,5513373592,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,29,,0,0,0,3,10,16,29,,Neither difficult nor easy,
WI,"TOWN OF WAUKESHA - 68032 -  Wards 7,9,10,11",5513373593,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,29,,0,0,0,3,10,16,29,,Neither difficult nor easy,
WI,VILLAGE OF MUKWONAGO - MAIN - 68153 -  Wards 1 - 10,5513373601,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,33,,0,0,2,10,21,0,33,,Very easy,
WI,VILLAGE OF HARTLAND - 68136 -  WARDS 1-6,5513373602,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,28,,0,0,0,6,15,7,28,,Somewhat easy,
WI,VILLAGE OF HARTLAND - 68136 -  WARDS 7-12,5513373603,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,28,,0,0,1,7,16,4,28,,Somewhat easy,
WI,CITY OF DELAFIELD - 68216 -  Wards 1-14,5513374463,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,29,,0,0,2,15,8,4,29,,Neither difficult nor easy,
WI,"TOWN OF MUKWONAGO - 68016 -  WARDS 1,2,3,7,8,9,10, 11",5513374472,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,39,,2,6,0,2,12,17,39,,Somewhat easy,
WI,"TOWN OF MUKWONAGO - 68016 -  WARDS 4,5,6",5513374473,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,39,,2,6,0,2,12,17,39,,Somewhat easy,
WI,TOWN OF DAYTON - 69006 -  Ward 1-4,5513572396,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,26,,0,0,1,7,11,7,26,,Somewhat difficult,
WI,CITY OF CLINTONVILLE - 69211 -  Wards 1 - 8,5513574837,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,24,,0,0,0,0,21,3,24,,Very difficult,
WI,CITY OF OMRO - 71265 -  wards 1-7,5513972510,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,24,,0,0,0,10,8,6,24,,Neither difficult nor easy,
WI,TOWN OF GRAND RAPIDS - 72014 -  WARDS 1 - 11,5514172267,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,35,,0,0,0,10,15,10,35,,Very easy,
CT,SHERMAN TOWN,900168310,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,BURLINGTON TOWN,900310100,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,CANTON TOWN,900312270,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,EAST GRANBY TOWN,900322070,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,EAST HARTFORD TOWN,900322630,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,HARTLAND TOWN,900337140,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,MARLBOROUGH TOWN,900345820,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,SUFFIELD TOWN,900374540,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,BETHLEHEM TOWN,900504930,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,BRIDGEWATER TOWN,900508210,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,CANAAN TOWN,900510940,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,COLEBROOK TOWN,900516050,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,CORNWALL TOWN,900517240,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,GOSHEN TOWN,900532290,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,KENT TOWN,900540290,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,MORRIS TOWN,900549460,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,NORFOLK TOWN,900553470,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,NORTH CANAAN TOWN,900554030,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,ROXBURY TOWN,900565930,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,SALISBURY TOWN,900566420,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,SHARON TOWN,900567960,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,THOMASTON TOWN,900575730,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,WARREN TOWN,900579510,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,WASHINGTON TOWN,900579720,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,WINCHESTER TOWN,900586440,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,CHESTER TOWN,900714300,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,CROMWELL TOWN,900718080,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,DEEP RIVER TOWN,900719130,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,EAST HAMPTON TOWN,900722490,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,KILLINGWORTH TOWN,900740710,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,MIDDLEFIELD TOWN,900747080,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,PORTLAND TOWN,900761800,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,BEACON FALLS TOWN,900903250,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,BETHANY TOWN,900904580,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,MIDDLEBURY TOWN,900946940,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,OXFORD TOWN,900958300,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,WOODBRIDGE TOWN,900987700,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,BOZRAH TOWN,901106820,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,COLCHESTER TOWN,901115910,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,FRANKLIN TOWN,901129910,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,LEBANON TOWN,901142390,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,LISBON TOWN,901143230,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,LYME TOWN,901144210,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,NORTH STONINGTON TOWN,901155500,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,OLD LYME TOWN,901157040,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,PRESTON TOWN,901162150,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,SALEM TOWN,901166210,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,SPRAGUE TOWN,901171670,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,VOLUNTOWN TOWN,901178600,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,ANDOVER TOWN,901301080,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,BOLTON TOWN,901306260,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,COLUMBIA TOWN,901316400,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,HEBRON TOWN,901337910,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,UNION TOWN,901377830,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,WILLINGTON TOWN,901385950,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,ASHFORD TOWN,901501430,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,BROOKLYN TOWN,901509190,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,CANTERBURY TOWN,901512130,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,CHAPLIN TOWN,901513810,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,EASTFORD TOWN,901521860,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,HAMPTON TOWN,901536000,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,POMFRET TOWN,901561030,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,SCOTLAND TOWN,901567400,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,STERLING TOWN,901573420,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
CT,WOODSTOCK TOWN,901588190,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,Somewhat difficult,
KS,CHASE COUNTY,2001700000,11,,1,1,-999999,-999999,,0,-999999,-999999,1,,,18,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
KS,HAMILTON COUNTY,2007500000,12,,1,1,-999999,-999999,,0,-999999,-999999,1,,,5,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
KS,SHERMAN COUNTY,2018100000,19,,1,1,-999999,-999999,,0,-999999,-999999,1,,,22,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
KS,STANTON COUNTY,2018700000,4,,1,1,-999999,-999999,,0,-999999,-999999,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
KS,THOMAS COUNTY,2019300000,18,,1,1,-999999,-999999,,0,-999999,-999999,1,,,23,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
KS,TREGO COUNTY,2019500000,11,,1,1,-999999,-999999,,0,-999999,-999999,1,,,20,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
KS,WALLACE COUNTY,2019900000,6,,1,1,-999999,-999999,,0,-999999,-999999,1,,,22,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
KS,WASHINGTON COUNTY,2020100000,26,,1,1,-999999,-999999,,0,-999999,-999999,1,,,12,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
KS,WICHITA COUNTY,2020300000,4,,1,1,-999999,-999999,,0,-999999,-999999,1,,,20,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
KY,ROBERTSON COUNTY,2120100000,5,,1,1,0,0,,0,0,,1,,,20,,-999999,-999999,-999999,-999999,-999999,-999999,,,Very difficult,
MA,BREWSTER TOWN,2500107980,3,,1,1,0,,,-999999,-999999,,1,,,50,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,CHATHAM TOWN,2500112995,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,EASTHAM TOWN,2500119295,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,HARWICH TOWN,2500129020,4,,1,1,0,,,-999999,-999999,,1,,,45,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,MASHPEE TOWN,2500139100,5,,1,1,0,,,-999999,-999999,,1,,,70,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,ORLEANS TOWN,2500151440,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,PROVINCETOWN TOWN,2500155500,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,TRURO TOWN,2500170605,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,WELLFLEET TOWN,2500174385,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,ADAMS TOWN,2500300555,5,,1,1,0,,,-999999,-999999,,1,,,34,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,ALFORD TOWN,2500300975,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,BECKET TOWN,2500304545,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,CHESHIRE TOWN,2500313345,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,CLARKSBURG TOWN,2500314010,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,DALTON TOWN,2500316180,2,,1,1,0,,,-999999,-999999,,1,,,11,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,EGREMONT TOWN,2500321360,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,FLORIDA TOWN,2500324120,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,HANCOCK TOWN,2500328180,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,HINSDALE TOWN,2500330315,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,LANESBOROUGH TOWN,2500334340,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,LEE TOWN,2500334655,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,LENOX TOWN,2500334970,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,MONTEREY TOWN,2500342460,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,MOUNT WASHINGTON TOWN,2500343300,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,NEW ASHFORD TOWN,2500344385,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,NEW MARLBOROUGH TOWN,2500345420,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,OTIS TOWN,2500351580,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,PERU TOWN,2500353050,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,RICHMOND TOWN,2500356795,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,SANDISFIELD TOWN,2500359665,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,SAVOY TOWN,2500360225,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,SHEFFIELD TOWN,2500361065,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,STOCKBRIDGE TOWN,2500367595,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,TYRINGHAM TOWN,2500371095,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,WASHINGTON TOWN,2500373335,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,WEST STOCKBRIDGE TOWN,2500377990,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,WILLIAMSTOWN TOWN,2500379985,3,,1,1,0,,,-999999,-999999,,1,,,26,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,WINDSOR TOWN,2500380685,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,BERKLEY TOWN,2500505280,2,,1,1,0,,,-999999,-999999,,1,,,12,,-999999,-999999,-999999,-999999,-999999,-999999,,,Very difficult,
MA,DIGHTON TOWN,2500516950,2,,1,1,0,,,-999999,-999999,,1,,,18,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,EASTON TOWN,2500520100,6,,1,1,0,,,-999999,-999999,,1,,,34,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,FREETOWN TOWN,2500525240,3,,1,1,0,,,-999999,-999999,,1,,,36,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,MANSFIELD TOWN,2500538225,6,,1,1,0,,,-999999,-999999,,1,,,26,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,NORTON TOWN,2500549970,5,,1,1,0,,,-999999,-999999,,1,,,45,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,RAYNHAM TOWN,2500556060,6,,1,1,0,,,-999999,-999999,,1,,,60,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,SEEKONK TOWN,2500560645,4,,1,1,0,,,-999999,-999999,,1,,,32,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,SWANSEA TOWN,2500568750,5,,1,1,0,,,-999999,-999999,,1,,,35,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,AQUINNAH,2500701585,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,CHILMARK TOWN,2500713800,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,EDGARTOWN TOWN,2500721150,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,GOSNOLD TOWN,2500726325,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,OAK BLUFFS TOWN,2500750390,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,TISBURY TOWN,2500769940,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,WEST TISBURY TOWN,2500778235,1,,1,1,0,,,-999999,-999999,,1,,,6,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,AMESBURY TOWN,2500901185,6,,1,1,0,,,-999999,-999999,,1,,,54,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
MA,BOXFORD TOWN,2500907420,3,,1,1,0,,,-999999,-999999,,1,,,52,,-999999,-999999,-999999,-999999,-999999,-999999,,,,
